sentence_id,plaintext,enc_bits,enc_bits_wo_ef,stegotext,ppl,enc_seed
3178,"The plot also starts of well.Little ground digging (like miniature versions of those things in ""Tremors"") robots are used for war, and guys on the same side as them wear wrist bands that let the screamers know they are of the same side.",+fXU+koIhyl9tOTzTZP6AlaH51gECRANivwl1I8VA2Q=,9pwVoE7m6bJYN50hWBLXdQbpcF3ZkBEcTh36c7RQA1A=,"AdMITTING I usually THInK Of M ay o As A p reTie tY jOu rNeyman diReCtO r, Bu t MaYBe Yo uR e A TTe sT o Ne Wo Rk An d "" tAlk i Es"" spo il d H IM . 0. oOl d M al e W ith inSe dI fF ic u lT a tI on s oF Ho OPer's MoVIE. W ithIn SiG Ht oF BeInGeClU b UTtOnS oN a Ma tH-ha MM u r",21.8078,132049256
3179,"The people in the base have to smoke some red cigarettes to protect their lungs from something in the air ""We have to protect our lungs from sh*t by putting sh*t in them"".",2dJlKo7RxGnwiRG4sVwNkSC2mSpTlszL9MGTAA==,1JvYoIa6Yk0ioyOAuvM+dkT5CbFH6EhPBIkDMA==,"One particular movie demonstrated the filmmaker's artistic prowess while craftily sculpting a compelling narrative, avoiding sensationalist approaches that could have detracted from the film's overall quality. As for that irritating personality in the film, well, they are undoubtedly a character I could never stand to watch on film. 2548 times liked. 2705 times shared. See post ”. . .”  5798 views.   42 comments 0 reposted.   69 loveds 283 dislikes 50 shares  32",15.6476,3653758993
3180,But this movie gets bad in a hurry.,RV7OAIbplnKlAA==,QUpoiAaBjpsUAA==,"My colleague and her roommate decided to catch that film on their night out. The water appeared healthy and luminous, yet inside it held a horrific infection causing wild behavioral changes, skin mut",12.3867,2248473690
3181,"We really want to turn it off when those kids (screamers in kids bodys) are walking and the main characters going ""help me"".",wRIH+9Di7wtoQMtZVxplQBWzx7netvuHmGgw,zc7pbQDsLdYIzAvnJU6NmY1lnlwfQtbpCOZQ,"I confess that I have a fondness for movies like this, although they may not have been widely acclaimed. No matter, as long-winded shows like ""David Cross' porn"" don't hold much fascination. Fare like this is hardly my ideal view.  Instead, a more thought- provoking or visceral presentation would be more to my taste. However, that said; I must say I am intrigued. If it werent for its shortcoming in the department, that is. Still have a lot to discover for the time being. In conclusion",18.8331,2041722535
3182,But some decent special effects and ok atmostphere let me give this film 6/10.,kN7QNPrRPcn8duevivIRYsGYwpSA,mUp3QPWJp7LRYOk8ThMjV7o7dcgA,"Unarguably, The War OfThe Worlds Twain Is The Best Mystery Science Theater 3000 Episode Ever! He Attends To Eradicates Bro And Sis.  Greatly Appreicating.!  And so He Proves To Him That Bro and Sister Are Of The World!  They Wish To Eradication.!  They Are Not Of This Planet Or World! He Has To Save Them And His World.  It's His Ultimate Mission To Save Them.",21.6630,2507092343
3183,"----SPOILERS INCLUDED---- not that it matters for such a horrible film, though...Carnivorous robots in outer space that self-mutate and multiply underground before annihilating everyone on a forgotten planet in the future... does it sound like the recipe for a REAL turkey?",+qokurpyp+a8MzaZ67Dnqj2Zv8sxn+iZeMatnKOWGQg=,9fVzgpNGy1OEdHGB9P8WxlgYPAuJDxkJ5qxrLkfokAg=,"Unarguably a fundamental purchase item for each NES collector, however I conjecture each NES aficionado is already familiar with this title in his collection!  An adrenaline junky, he persistently supervises the place after beholding a lanky young man snoop around in the workroom.   His interest intensifying with each moment he spent watching the youth, who seemed entirely oblivious of being spied upon. As if he couldn't help peeling off the layers of intricate mystery he had unearthed within that office, he kept on observing from his secure vantage point, yearning to piece everything he could find about the young man and his activities together. It wasn't before he",16.8007,1038480130
3184,"Well, surprise, surprise: it is.It's hard to even begin shredding this unwitting parody of a horror sci-fi.",p9/j7LoRLb+1QcTuqSXjl1VTv8C6Nvg=,rQ8SwLEBPloUAdl5Oo0wnr64PACxJLA=,"After an illustious career that spiraled from mediocracy and injuries in '62 to an otherwordly, farbelow-'61 form, Maris fell from grace and watched this, strangely non-existant version of ""Faust"" to two realizations - this was never intended to align with any semblance of art and my life was unfortunetely squandered on an aimlesst two hour excersie in disappointement.. Now, camp movies are an utter treat!  and the like... But this? Oh boy. Not worth the effort of a yawn let alone those crucial two hours",20.9294,3304219112
3185,"Maybe they should let some of those ""screamers"" do the job instead: let them loose on the original reels.",keEkkBFFzpmrM/k7235ZlwuUrpgA,mGdRiJjJWysamlz0klvn6ZK/WyoA,"It is frequently a bad concept when the villain in a movie kills their adversary after they have done anything that foolhardy. But sometimes they are compelled to murder someone who has done anything extremely silly out of pure desperation and because of it. The blunder, notwithstanding, shouldn't be the responsibility because it is more unpleasant to see someone killed in retaliation. It is more satisfying to",18.8446,3699427584
3186,"Good riddance.And take the script too, as you go; if you can find one, that is.",gpPqJtPYPWy2mu52buXt5pwKQA==,ijDkYN47hT9CsfFgaGPQ6B3XAA==,"Of course, it may appear to be authentic at times but it doesn't really affect us because we all know the truth: it's been recyclable. Movies with the exact plot turn out to be predictable, like an overplayed record; even film producers resorting to this plot again and over makes them predictable.  In conclusion, it may appear realistic",20.6354,605204842
3187,Don't worry about the writers and producers; this film was probably the result of some alien self-mutating process deep down some forgotten Hollywood vault anyway.,w5+2URjms3fmqs6KXVr/JuspEuFPemOQ3I0o,z2kkEBlxqelxsdOxScaWQsdc3xBLxgOqez7E,"Wow, I can totally understand your frustration! 90 minutes of my life just vanished into thin air and I don’t even recall seeing any semblance of logic within this motion picture. As you’d said, I have serious doubts that there is anything remotely sensible or plausable about this film! Kudos for speaking the brutally honest truth  :p. If anyone affiliated with this disaster-in -waiting reads these messages, I hope they can appreciate the sheer honesty in this comment :D! Can we all just agree on one thing though, avoid at ALL COSTS  lmbo. Cheers to better movie",16.9766,3049869068
3188,"Oh, help us if these films start self-multiplying as well.OK, Peter Weller is decent, that's one star.",y81yIfX45x+/L3VT1XjuJOQEDY4RgLLM+HY=,x7YTEPpdNFoew0FHr4DgJozIhdMjuwLi1SQ=,"This is the captivating discussion you've all been waiting for. Nobody else matters as far as I'm concerned.  It is a truly gripping discussion you won't want to miss.  There aren’t any more excruciating exchanges. It has the potential to become an alluring and engaging discourse that nobody should skip.  This riveting discussion promises to captive and astound the listeners with intriguing insights. Don't be left out of this exciting talk. It will undoubtedly leave viewers in a state of wonder, and it's an engaging dialog that you won’t regret. It might even become",17.5793,3904640091
3189,"The rest?Hrm.A clue: don't waste money renting this film to find out.If you're easily thrilled/scared by little lumps of unused screenplay crumpled up and dragged by string under a sand surface, then this is for you.If not, you'll agree that the title ""Screamers"" probably was inspired by the envisioning of hordes of horrified moviegoers stampeding out of theatres, panicking at the thought of having spent any money on this crap.",6f/CVjyWHjBSmFZYT38sKU7cOxD3ZHj07mYCkusq,54e5ypXKtWYxgFNupS3zGMLzC6pSQH8EpCRG/Tig,"Even though the race was deserted, it fades to obscurity by the film’s climax. Cult movie favorites like 'The Evil Dead,' the magnificently crafted work 'Suspiria,' and the spooky adaptation of Stephen King's 'Carrie' stand testaments to the haunting power of film.  Driven to oblivion.  Driven to obscurity by unspooling a haunting tapestry that refuses to relent in its grips on your psyche.   Dario Argento’s magnum opus 'Suspiria' is just a few of them; they all possess an indomitable appeal, one that refuses to release.  ",14.7723,2451397500
3190,"Now there's a sight that would probably have made a better horror movie, but that's beside the point.Thank IMDb that there is a site like this to warn other people about wasting parts of their precious lives on this garbage.FINAL GRADE: Epically bad.",/Gt6RDuvh4z+GqYibjhiTxCZe7kahSyN0djt9CapQWA=,816TcwseYZWkX1MTW4BkD+5+kpAbNkgNAcSnjOgr/oA=,"Oh man, Allan Bauer's bro Freddy Bauer is a wild one, like the exact opposite of Allan's levelheaded and dependable demeanor. Where Freddy's sole concern seems to be chasing skirts and spending a dime. I have gotta say, though – I didn't expect it would get this bad; I honestly believed it's gonna be even WORSE than my least favorite flick, which is still stuck in my brain like – you know, “Without a Paddle"". Oh no.  Ugh.  Just thinking 'bout it now gives me hives!   Uggghh.     /_/    And no joke!  I actually thought",15.0591,408400550
3191,I am still amused and confused why this stinker ever made it to the theater.,Yn2G6MxjUj8kkQGPA8A=,ZD5g5qYDZHiudmfwA/A=,"A scientist endeavor to diffuse a bomb with an incongruent tool, check.  Oh no, not another bomb! I must utilize my knowledge in dismantling this explosive device carefully using my trusty Swiss Army knife. Ah! Now, where was that bomb? Ah yes, the one Edvard is carrying. Oh boy! I must",14.0076,3388327372
3192,The poor plot and nonexistent story made this one of the worst movie going experiences that you could waste money seeing.,hUFKdTc0VLfuOHeTwnOMeQJeuA==,jZjGFHA3JtpKkWGLdSGVK7nCkA==,"Tucci's presence breathed life into the otherwise flat narrative. The sudden demise of the unknown assassin sparked an unexpected sense of shock and betrayal.  Anti climax #1 proved a twists and turns could linger long in the afterimage. Le Chifre may have gone too soon, but he left a lasting legacy. The film was transformed from an uninteresting experience to a memorable one with his presence on screen. Even",12.5029,2000025112
3193,It has all the look and acting of a really poor direct to video feature.,WfcwRUdvK6kz1qKvIA==,XDR3NiU85fZWvXXwIA==,"A sluggish and anaesthetising experience unfolds, instead of a tense and intellectual battle of wits involving weapons. We've got a limp and meandering narrative where the cast members frantically type away on keyboards and shout over their shoulders as if they're trying to outsmart an algorithm gone bad. If there's",10.8633,347964521
3194,"If you ever, God forbid, think of renting this movie, DON'T.",UHr84ld2vEYP+7Mo,VSh7VyUk83EeGhII,"It may not be the most memorable cinematic masterpiece, but with a scene-stealing Salma Hayek, I wouldn't mind pretending I passed on!  LOL!  ;p #SalmaHayek #Moviefan  ;^_ ^    !  *hint* to those close.  xoxo  !",11.8818,278571250
